host,method,path,requests_times_production
uk.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/aliPayGlobal/v2,21642
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/order/orderDetail,21316
app-uk.hungrypanda.co,POST,/api/app/user/userPack/list,21051
app.uk.hungrypanda.co,POST,/api/app/user/googleFood/report/event,20963
fr-gateway.hungrypanda.co,POST,/api/dispatch/city/area/capacity/loadData,20811
fresh-api-uk.hungrypanda.co,POST,/address/hpf/getAddresses,20804
app-eur.hungrypanda.co,POST,/api/app/user/order/checkTobaccoAlcohol,20777
uk-gateway.hungrypanda.co,POST,/api/merchant/product/statistics,20669
app.uk.hungrypanda.co,POST,/api/app/user/thirdPart/authInfo,20269
app-uk.hungrypanda.co,POST,/api/app/user/voice/captcha/info,20192
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/order/list/reserved,19314
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/menu/list,19076
app-uk.hungrypanda.co,POST,/api/app/user/channel/group/shop,19022
app.uk.hungrypanda.co,POST,/api/app/user/venue/getShopListByFloorId,18776
app-uk.hungrypanda.co,POST,/api/user/combine/login,18614
uk-gateway.hungrypanda.co,POST,/api/erp/customer/handleOrderEnumsList,18542
app-eur.hungrypanda.co,POST,/api/app/user/bought/simple/shopList,18513
uk-gateway.hungrypanda.co,POST,/api/erp/iam/getUserMenuAuthResources,18454
uk-gateway.hungrypanda.co,POST,/api/erp/customer/orderProductList,18395
app-uk.hungrypanda.co,GET,/api/user/address/search/confirm,18341
uk.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/subscription/stripePay/GBR/v1,18166
uk-gateway.hungrypanda.co,POST,/api/erp/product/pageList,18131
app-eur.hungrypanda.co,GET,/api/app/user/show/appraise,18027
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/product/announcement,17774
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/performanceIndicators/summary,17683
fresh-api-uk.hungrypanda.co,POST,/deliveryTime/getDeliveryTime,17640
uk-gateway.hungrypanda.co,POST,/api/erp/auth/manager/roles,17499
app-uk.hungrypanda.co,GET,/api/oauth2/logout,17382
uk.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/stripePay,17370
app.uk.hungrypanda.co,GET,/api/user/v1/product/detail,17111
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/auth/checkRegisterDriverStatus,17068
app-uk.hungrypanda.vip,POST,/api/app/user/index/polling,17062
uk-gateway.hungrypanda.co,POST,/api/erp/iam/getUserMenuResources,17003
uk-gateway.hungrypanda.co,POST,/api/erp/customer/orderBaseInfo,16720
uk-gateway.hungrypanda.co,POST,/api/erp/customer/orderPaymentInfo,16707
uk-gateway.hungrypanda.co,POST,/api/erp/customer/deliveryLog,16670
uk-gateway.hungrypanda.co,POST,/api/erp/customer/order/urgeRecord/list,16669
uk-gateway.hungrypanda.co,POST,/api/erp/customer/specialOrderHandleRecord,16667
uk-gateway.hungrypanda.co,POST,/api/erp/ud/ticket/info,16657
uk-gateway.hungrypanda.co,POST,/api/erp/customer/deliveryInfo,16653
uk-gateway.hungrypanda.co,POST,/api/erp/customer/handleOrderList,16649
uk-gateway.hungrypanda.co,POST,/api/erp/customer/compensate/list,16644
uk-gateway.hungrypanda.co,POST,/api/erp/customer/orderLog,16627
app-uk.hungrypanda.co,GET,/api/app/user/delivery/order/address,16611
admin-uk.hungrypanda.co,GET,/admin/merchant/merchantList.htm,16575
app-uk.hungrypanda.co,GET,/api/user/address/buildingTypeInfo,16340
app.uk.hungrypanda.co,POST,/api/app/user/self/service/question/queryLevel,16290
app-uk.hungrypanda.co,POST,/api/app/user/payment/v2/query/payChannelInfo,15980
uk-gateway.hungrypanda.co,POST,/api/erp/timeZone/offset,15959
app-uk.hungrypanda.co,POST,/api/user/order/shoppingCart,15869
app-eur.hungrypanda.co,POST,/api/app/user/reissue/prizesPopup/get,15821
app-eur.hungrypanda.co,POST,/api/app/user/search/suggest/shop,15784
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/common/imgUpload,15733
uk-gateway.hungrypanda.co,POST,/api/erp/customer/evaluation/appraiseDetail,15717
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/driverCenter/newList,15691
app-uk.hungrypanda.co,POST,/api/user/redPacket/fetchShopRedPacket,15596
app-eur-merchant.hungrypanda.co,POST,/api/merchantTerminal/index/unread-message-count,15586
app.uk.hungrypanda.co,POST,/api/app/user/shop/promotion,15167
app-eur.hungrypanda.co,POST,/api/user/v2/search,15126
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/label/print/config,15117
app-eur-merchant.hungrypanda.co,POST,/api/merchant/data/base/data,14864
app-eur.hungrypanda.co,POST,/api/app/user/member/renew/pop,14853
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/down/shelf/remind,14442
app-uk.hungrypanda.vip,POST,/api/app/user/message/polling,14375
fr-gateway.hungrypanda.co,POST,/api/dispatch/order/driverUnCompleteOrder,14373
app.uk.hungrypanda.co,POST,/api/app/user/venue/info,14339
app.uk.hungrypanda.co,POST,/api/app/user/index/config,14060
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/shop/one/person/eat/pop/up,14060
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/infoToBeConfirm/PopUps,14050
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/web/order/statistics,13774
app-uk.hungrypanda.co,GET,/api/user/member/buyMemberDetail,13706
uk-gateway.hungrypanda.co,GET,/api/merchant/country/symbol,13585
app-uk.hungrypanda.co,POST,/api/app/user/channel/getIndex,13440
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/merchantDevice/bind,13415
uk-gateway.hungrypanda.co,POST,/api/dispatch/order/orderDetail,13395
app-uk.hungrypanda.co,POST,/api/app/user/payment/v2/auth/paymentChannel,13286
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/token/access_token,13267
app-eur-merchant.hungrypanda.co,POST,/api/merchant/updateMerchantOrderReceiveType,13025
app.uk.hungrypanda.co,POST,/api/user/activity/game/info,12924
uk-gateway.hungrypanda.co,POST,/api/dispatch/stuart/webhook/gps,12736
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/order/v2/historyList,12715
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/order/grabOrder,12688
fr-gateway.hungrypanda.co,POST,/api/dispatch/driver/data/capacityLoad,12670
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/common/loadAreaByToken,12669
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/eversign/tobe/signed,12519
app-eur.hungrypanda.co,POST,/api/app/user/shop/enableIndex,12497
app.uk.hungrypanda.co,POST,/api/user/activity/game/placeAnOrder,12338
api-uk.pandafreshmart.com,POST,/topic/getSpecialTopic,12322
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/shop/im/token,12210
app-eur.hungrypanda.co,POST,/api/app/user/voucher/search/prophecy,12210
fr-gateway.hungrypanda.co,POST,/api/dispatch/map/route/plan,12081
app.uk.hungrypanda.co,POST,/api/app/user/self/service/phone,12025
app.uk.hungrypanda.co,POST,/api/app/user/self/service/index/get,12024
app.uk.hungrypanda.co,POST,/api/app/user/self/service/session/get,12024
admin-api-uk.pandafreshmart.com,POST,/system/getCountryTimeZone,11987
app.uk.hungrypanda.co,POST,/api/user/order/getOutProductList,11961
app-eur.hungrypanda.co,GET,/api/user/search/history/hot,11842
uk.pl1ink263sk86.com,GET,/api/special/channel/rongHanPay/return,11704
app-eur.hungrypanda.co,POST,/api/user/search/categories,11512
app-uk.hungrypanda.co,POST,/api/app/user/v1/address/edit,11429
app-uk.hungrypanda.co,POST,/api/user/search/v1,11426
algo-spb-fr.hungrypanda.co,POST,/get_last_second_orders,11233
algo-spb-uk.hungrypanda.co,POST,/get_last_second_orders,11230
algo-spb-pf-uk.hungrypanda.co,POST,/get_last_second_orders,11230
app-uk-merchant.hungrypanda.co,POST,/api/merchantTerminal/order/updateUndoneOrder,11123
app.uk.hungrypanda.co,POST,/api/app/user/voucher/channel,11007
algo-spb-uk.hungrypanda.co,POST,/get_all_city_names,10926
algo-spb-fr.hungrypanda.co,POST,/get_all_city_names,10922
app-eur.hungrypanda.co,POST,/api/app/user/category/channel,10846
app.uk.hungrypanda.co,POST,/api/user/index/operateModuleList,10716
app.uk.hungrypanda.co,POST,/api/user/v2/index/shopList,10633
app.uk.hungrypanda.co,POST,/api/app/user/group/productSku,10624
app.uk.hungrypanda.co,POST,/api/app/user/index/broadcast,10600
app-uk-merchant.hungrypanda.co,POST,/api/merchant/order/complain,10521
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/cancellation/submitCancellation,10512
uk-gateway.hungrypanda.co,POST,/api/erp/menu/list,10464
app-uk.hungrypanda.co,POST,/api/app/user/order/createSpellGroup,10429
api-uk.pandafreshmart.com,POST,/topic/getSpecialTopicPromotionText,10256
app-eur.hungrypanda.co,POST,/api/user/search/other/people,10254
fresh-api-uk.hungrypanda.co,POST,/redPacket/getRedPacketListByOrder,10242
app.uk.hungrypanda.co,GET,/api/app/user/category/list,10204
app.uk.hungrypanda.co,GET,/api/app/user/voucher/location/list,10201
app.uk.hungrypanda.co,GET,/api/app/user/voucher/home,10201
app-eur-merchant.hungrypanda.co,POST,/api/merchant/app/config,10095
uk-gateway.hungrypanda.co,POST,/api/erp/customer/orderList,10064
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/web/order/detail,9968
app.uk.hungrypanda.co,POST,/api/user/activity/game/luckyDraw,9962
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/order/deliveringOrderRouting,9893
app-eur.hungrypanda.co,POST,/api/user/pandaPay/biz/payment,9866
admin-api-uk.pandafreshmart.com,OPTIONS,/system/getCountryTimeZone,9751
app.uk.hungrypanda.co,GET,/api/user/popup,9707
app-eur.hungrypanda.co,POST,/api/app/user/order/live/activity,9705
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/area/loadAreaListV2,9666
app.uk.hungrypanda.co,POST,/api/app/user/experimentalGroup/config,9608
uk-gateway.hungrypanda.co,POST,/api/erp/refund/list,9589
fresh-api-uk.hungrypanda.co,POST,/order/createOrder,9552
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/product/list,9365
app-uk.hungrypanda.co,GET,/api/user/member/memberCenterDetail,9343
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/urgeMeal/driverOpt,9251
app-uk.hungrypanda.co,POST,/api/user/order/status/update,9188
app.uk.hungrypanda.co,POST,/api/app/user/recommend/activity/info,9183
app-eur.hungrypanda.co,POST,/api/app/user/shop/productSku/price,9153
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/report/delayTakeMeal,9081
app-uk-merchant.hungrypanda.co,POST,/api/merchant/push/bindAlias,8973
app-eur.hungrypanda.co,POST,/api/app/user/order/deliveryInfo,8838
app-eur.hungrypanda.co,POST,/api/app/user/orderPayStatus/check,8799
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/agreement/agreementStatus,8729
app-eur.hungrypanda.co,POST,/api/app/user/push/info/bind,8688
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/bind/deviceSn,8377
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/im/getImToken,8377
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/driverSalary/list,8375
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/capacityScheduling/schedulingInfo,8260
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/customerInfo/customerPhone,8256
app.uk.hungrypanda.co,POST,/api/user/activity/getShopListByModuleId,8251
app-eur.hungrypanda.co,POST,/api/app/user/payment/v2/channel/queryCardList,8164
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/config/loadGlobalConfig,8124
app.uk.hungrypanda.co,POST,/api/app/user/invite/award/list,8090
app.uk.hungrypanda.co,POST,/api/app/user/recommend/activity/message,8075
app-eur.hungrypanda.co,POST,/api/user/order/create,8044
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/orderPackage/receiveOrReject,8042
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/polling/time,8029
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/merchantSpecialHolidayRemind/merchantSpecialBusinessRemind/showRemindButtonCloseShopInSpecialHoliday,8013
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/merchantSpecialHolidayRemind/getShopSpecialBusinessTimeRemindOneDayBefore,8005
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/merchantSpecialHolidayRemind/showShopSpecialHolidayRemindButton,8001
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/order/deliveringPlaning,7973
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/banner/advert,7960
app-uk.hungrypanda.co,POST,/api/app/user/promote/confirm,7934
app-eur-merchant.hungrypanda.co,POST,/api/merchant/getPrintDataByTemplate,7756
app.uk.hungrypanda.co,POST,/api/user/voucher/shop/index/voucher,7744
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/shop/public/config,7734
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/product/onoff,7716
app.uk.hungrypanda.co,POST,/api/app/user/self/service/session/cancel,7702
app-eur.hungrypanda.co,POST,/api/user/v1/recommendList,7623
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/privacy/policy/list,7562
app-uk.hungrypanda.co,POST,/api/app/user/order/checkAddress,7550
app-eur.hungrypanda.co,POST,/api/user/voucher/shop/eatIn/welfareForPaySuccess,7524
app-eur.hungrypanda.co,GET,/api/user/shop/spellList,7523
app-eur.hungrypanda.co,GET,/api/user/paySuccess/getSharePacket,7496
app-eur.hungrypanda.co,POST,/api/app/user/appsflyer/order/detail,7485
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/performanceIndicators/listIndicatorNum,7430
app.eur.hungrypanda.co,POST,/api/user/activity/game/user,7419
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/home/checkAppVersion,7348
app-uk.hungrypanda.co,POST,/api/user/index/language/show,7226
uk-gateway.hungrypanda.co,POST,/api/erp/customer/querySpecialOrderDictionaryTree,7179
uk-gateway.hungrypanda.co,GET,/socket.io/,7149
app-uk.hungrypanda.co,GET,/api/user/collect,7071
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/auth/login,7028
app-eur.hungrypanda.co,POST,/api/app/user/order/redPacketList,6945
app.uk.hungrypanda.co,GET,/api/user/activity/getActivityInfoWithConfigById,6930
uk-gateway.hungrypanda.co,POST,/api/merchant/product/productSaleType,6816
uk-gateway.hungrypanda.co,POST,/api/merchant/upload/image,6735
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/common/v4/verificationCode,6726
uk-gateway.hungrypanda.co,GET,/api/deliveryAdmin/getChildrenResources,6684
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/receiving-order,6676
admin-uk.hungrypanda.co,GET,/order.htm,6619
app.uk.hungrypanda.co,POST,/api/app/user/self/service/rushOrder,6396
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/order/fresh/takeOrder,6386
app.uk.hungrypanda.co,POST,/api/app/user/message/list,6369
admin-api-uk.pandafreshmart.com,POST,/b2b/order/getPageList,6352
fr-gateway.hungrypanda.co,POST,/api/merchant/product/list,6241
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/order/orderWaitUser,6224
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/page,6121
app-eur.hungrypanda.co,GET,/api/user/delivery/address,6093
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/capacityScheduling/notice,6093
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/navigation/guideInfo,6093
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/appInfo/appOpenPop,6073
app.uk.hungrypanda.co,GET,/api/user/miniApp/share,6029
app-uk-merchant.hungrypanda.co,POST,/api/merchant/app/update/shopStatus,5974
uk-gateway.hungrypanda.co,POST,/api/erp/product/platform/category/getList,5832
app-uk-merchant.hungrypanda.co,POST,/api/merchant/getPrintTemplate,5796
fr-gateway.hungrypanda.co,POST,/api/dispatch/driver/allList,5781
api-uk.pandafreshmart.com,POST,/index/getDynamicDiscount,5761
uk-gateway.hungrypanda.co,POST,/api/merchant/product/update,5742
uk-gateway.hungrypanda.co,POST,/api/erp/product/detail/v2,5733
uk-gateway.hungrypanda.co,POST,/api/erp/refund/product/list,5716
uk-gateway.hungrypanda.co,POST,/api/dispatch/order/queryOrderAdjustmentPrice,5642
uk-gateway.hungrypanda.co,GET,/api/erp/get/platform-update-remind,5610
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/diningOut-order,5609
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/driverCenter/newList,5598
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/order/orderPlan,5561
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/jPush/bindAlias,5558
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/page,5495
uk-gateway.hungrypanda.co,POST,/api/merchant/product/onoff,5485
uk-gateway.hungrypanda.co,POST,/api/iam/system/notice/getIndexSystemNoticeListV2,5464
app-uk.hungrypanda.co,POST,/api/app/user/combined/order/update,5405
uk-gateway.hungrypanda.co,POST,/api/erp/refund/droplist,5317
uk-gateway.hungrypanda.co,POST,/api/erp/product/skuDimension/list,5276
uk-gateway.hungrypanda.co,POST,/api/dispatch/order/addOrderAdjustmentPrice,5237
uk-gateway.hungrypanda.co,POST,/api/merchant/product/detail,5230
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/driver/driverCenter,5161
admin-api-uk.pandafreshmart.com,OPTIONS,/b2b/order/getPageList,5159
app-uk.hungrypanda.co,POST,/api/user/order/rebate,5138
app-delivery-uk.hungrypanda.co,POST,/api/delivery/app/activity/activityRewardList,5128
app.uk.hungrypanda.co,POST,/api/app/user/payment/v2/checkOut/paymentPattern,5101
fr-gateway.hungrypanda.co,POST,/api/erp/resource/child,5099
app-eur.hungrypanda.co,POST,/api/app/user/payment/v2/auth/paymentChannel,5061
app-eur.hungrypanda.co,POST,/api/app/user/v1/shop/menu/productPageList,5058
app-uk.hungrypanda.co,POST,/api/app/user/order/help,5036
app-eur-merchant.hungrypanda.co,POST,/api/app/merchant/order/details,4948
app-eur-merchant.hungrypanda.co,POST,/api/merchantTerminal/product/is/open/return-exchange,4941
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/driver/onOffline,4929
fr-gateway.hungrypanda.co,POST,/api/erp/auth/menu/resource,4915
app-delivery-eur.hungrypanda.co,POST,/api/delivery/app/driver/driverAutoAcceptOrder,4915
app-eur.hungrypanda.co,POST,/api/app/user/sendVerificationCode,4864
app-eur.hungrypanda.co,POST,/api/app/user/userPack/list,4848
app.uk.hungrypanda.co,POST,/api/app/user/itemKey/values,4842
app-uk.hungrypanda.co,POST,/api/app/user/order/refundDetail,4816
app-uk.hungrypanda.co,POST,/api/app/user/payment/v2/auth/query,4799
app-eur.hungrypanda.co,POST,/api/app/user/risk/v1/safeCheck,4702
app-uk.hungrypanda.co,POST,/api/app/user/bio/login,4653
uk-gateway.hungrypanda.co,POST,/api/erp/product/shop/jump/info,4615
app.uk.hungrypanda.co,GET,/api/user/activity/getImgUrlListByModuleId,4584
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/auth/menu/resource,4571
uk-gateway.hungrypanda.co,POST,/api/merchant/order/send/auth,4563
app.uk.hungrypanda.co,POST,/api/app/user/sendVerificationCode,4547
app-uk.hungrypanda.co,POST,/api/app/user/questionnaire/info,4524
app.uk.hungrypanda.co,POST,/api/app/user/popup/redpacket,4507
app-uk.hungrypanda.co,POST,/api/app/user/order/refundCalculate,4466
uk-gateway.hungrypanda.co,OPTIONS,/api/deliveryAdmin/getChildrenResources,4409
app-eur.hungrypanda.co,POST,/api/app/user/order/live/activity/bind,4324
admin-api-uk.pandafreshmart.com,POST,/order/getPageList,4322
uk-gateway.hungrypanda.co,POST,/api/dispatch/dispatch/orderAbnormalInfo,4320
app-uk-merchant.hungrypanda.co,POST,/api/app/merchant/product/tag/list,4239
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/iam/getUserMenuAuthResources,4217
uk-gateway.hungrypanda.co,POST,/api/dispatch/city/all/area,4204
app-eur-merchant.hungrypanda.co,POST,/api/user/shop/getNewMealTime,4198
